truckid,driverid,event,city,state,velocity,event_ind,idling_ind
A58,A58,normal,Santa Maria,California,31,0,0
A29,A29,normal,San Quentin,California,55,0,0
A27,A27,normal,Willits,California,32,0,0
A18,A18,normal,Kneeland,California,19,0,0
A46,A46,normal,Apple Valley,California,32,0,0
A41,A41,lane departure,Isleton,California,74,1,0
A45,A45,normal,Santa Rosa,California,40,0,0
A20,A20,normal,Knightsen,California,0,0,1
A37,A37,normal,San Quentin,California,33,0,0
A57,A57,normal,La Quinta,California,51,0,0
A50,A50,normal,Occidental,California,0,0,1
A37,A37,normal,Stockton,California,66,0,0
A95,A95,normal,San Francisco,California,0,0,1
A83,A83,normal,La Puente,California,56,0,0
A34,A34,normal,Palo Cedro,California,21,0,0
A84,A84,normal,La Quinta,California,0,0,1
A57,A57,normal,Bakersfield,California,38,0,0
A75,A75,normal,Cloverdale,California,20,0,0
A73,A73,normal,Bakersfield,California,34,0,0
A66,A66,normal,Aptos,California,0,0,1
A80,A80,normal,Martinez,California,55,0,0
A78,A78,normal,Palmdale,California,66,0,0
A45,A45,normal,Redding,California,75,0,0
A11,A11,normal,San Fernando,California,29,0,0
A11,A11,normal,Aptos,California,50,0,0
A10,A10,normal,Palo Alto,California,25,0,0
A30,A30,normal,La Quinta,California,19,0,0
A54,A54,normal,Glendora,California,16,0,0
A29,A29,normal,Palo Alto,California,15,0,0
A58,A58,normal,Bakersfield,California,35,0,0
A98,A98,normal,San Fernando,California,0,0,1
A79,A79,normal,Irvine,California,67,0,0
A65,A65,normal,Apple Valley,California,0,0,1
A57,A57,normal,San Fernando,California,41,0,0
A87,A87,unsafe following distance,Palo Alto,California,59,1,0
A88,A88,normal,Palo Cedro,California,71,0,0
A22,A22,normal,Stockton,California,0,0,1
A38,A38,normal,La Quinta,California,72,0,0
A36,A36,normal,Santa Monica,California,21,0,0
A90,A90,normal,Santa Monica,California,0,0,1
A59,A59,normal,San Diego,California,0,0,1
A38,A38,normal,Palo Cedro,California,23,0,0
A69,A69,normal,Aptos,California,0,0,1
A87,A87,normal,Palo Alto,California,0,0,1
A70,A70,normal,Santa Rosa,California,0,0,1
A68,A68,normal,Willits,California,26,0,0
A28,A28,normal,Arbuckle,California,50,0,0
A34,A34,normal,San Fernando,California,0,0,1
A96,A96,normal,Willits,California,31,0,0
A29,A29,normal,Apple Valley,California,64,0,0
A26,A26,normal,Isleton,California,0,0,1
A7,A7,normal,Santa Rosa,California,43,0,0
A59,A59,normal,Willits,California,16,0,0
A31,A31,normal,Antelope,California,45,0,0
A60,A60,normal,Stockton,California,40,0,0
A45,A45,normal,Isleton,California,0,0,1
A65,A65,normal,Aptos,California,21,0,0
A100,A100,normal,Bakersfield,California,63,0,0
A7,A7,normal,Apple Valley,California,58,0,0
A36,A36,normal,Antelope,California,16,0,0
A34,A34,unsafe tail distance,Santa Rosa,California,27,1,0
A30,A30,normal,Santa Rosa,California,0,0,1
A51,A51,normal,Markleeville,California,47,0,0
A34,A34,normal,Apple Valley,California,42,0,0
A21,A21,normal,Willits,California,37,0,0
A47,A47,normal,Arbuckle,California,41,0,0
A44,A44,normal,Jacumba,California,58,0,0
A26,A26,normal,Redding,California,40,0,0
A27,A27,normal,Marysville,California,0,0,1
A39,A39,normal,Willits,California,37,0,0
A93,A93,normal,Aptos,California,57,0,0
A20,A20,normal,Gilroy,California,48,0,0
A58,A58,normal,Arbuckle,California,27,0,0
A89,A89,normal,Modesto,California,0,0,1
A45,A45,normal,Isleton,California,35,0,0
A88,A88,normal,Apple Valley,California,69,0,0
A11,A11,unsafe following distance,Willits,California,28,1,0
A41,A41,normal,Homeland,California,19,0,0
A48,A48,normal,Arbuckle,California,44,0,0
A78,A78,normal,Markleeville,California,37,0,0
A99,A99,normal,Isleton,California,0,0,1
A52,A52,normal,Glen Ellen,California,43,0,0
A41,A41,normal,Willits,California,48,0,0
A20,A20,normal,Gilroy,California,64,0,0
A99,A99,normal,Stockton,California,43,0,0
A68,A68,normal,San Francisco,California,60,0,0
A100,A100,normal,San Diego,California,0,0,1
A99,A99,normal,Santa Rosa,California,55,0,0
A30,A30,normal,Palo Cedro,California,69,0,0
A74,A74,normal,Aptos,California,63,0,0
A29,A29,normal,Jacumba,California,55,0,0
A100,A100,normal,Mariposa,California,0,0,1
A71,A71,normal,Oceanside,California,75,0,0
A9,A9,normal,San Diego,California,58,0,0
A12,A12,normal,Modesto,California,0,0,1
A64,A64,normal,Apple Valley,California,42,0,0
A37,A37,normal,Isleton,California,0,0,1
A37,A37,normal,Isleton,California,54,0,0
A97,A97,normal,Markleeville,California,21,0,0
A17,A17,normal,Arbuckle,California,56,0,0
A50,A50,normal,Mariposa,California,75,0,0
A24,A24,normal,Palmdale,California,40,0,0
A46,A46,normal,Bakersfield,California,24,0,0
A23,A23,normal,Mariposa,California,45,0,0
A34,A34,normal,Santa Rosa,California,46,0,0
A67,A67,normal,Holtville,California,49,0,0
A70,A70,normal,Modesto,California,41,0,0
A32,A32,normal,Gilroy,California,40,0,0
A18,A18,normal,San Francisco,California,22,0,0
A32,A32,normal,Palmdale,California,73,0,0
A79,A79,normal,San Quentin,California,54,0,0
A32,A32,lane departure,Napa,California,45,1,0
A32,A32,normal,La Palma,California,58,0,0
A11,A11,unsafe following distance,Palo Cedro,California,0,1,1
A71,A71,normal,Jacumba,California,48,0,0
A15,A15,normal,Santa Rosa,California,64,0,0
A73,A73,lane departure,Bakersfield,California,68,1,0
A25,A25,normal,Glen Ellen,California,51,0,0
A64,A64,normal,La Puente,California,21,0,0
A65,A65,normal,Santa Rosa,California,60,0,0
A92,A92,normal,San Diego,California,47,0,0
A33,A33,normal,San Quentin,California,58,0,0
A35,A35,overspeed,Santa Rosa,California,81,1,0
A74,A74,normal,Modesto,California,0,0,1
A22,A22,normal,Ojai,California,41,0,0
A89,A89,normal,Arbuckle,California,32,0,0
A6,A6,normal,San Quentin,California,0,0,1
A97,A97,normal,Modesto,California,0,0,1
A9,A9,normal,Klamath,California,0,0,1
A71,A71,normal,Santa Rosa,California,52,0,0
A17,A17,normal,Jacumba,California,31,0,0
A17,A17,normal,Antelope,California,42,0,0
A18,A18,normal,Ukiah,California,33,0,0
A15,A15,normal,Santa Rosa,California,15,0,0
A41,A41,lane departure,Kneeland,California,48,1,0
A4,A4,normal,Bakersfield,California,32,0,0
A61,A61,normal,Palo Cedro,California,41,0,0
A65,A65,normal,San Diego,California,19,0,0
A36,A36,normal,Holtville,California,41,0,0
A30,A30,normal,Palo Cedro,California,0,0,1
A6,A6,normal,Glen Ellen,California,73,0,0
A4,A4,normal,San Francisco,California,0,0,1
A52,A52,normal,San Dimas,California,58,0,0
A2,A2,normal,San Quentin,California,0,0,1
A76,A76,normal,San Francisco,California,33,0,0
A11,A11,normal,La Quinta,California,21,0,0
A85,A85,normal,Antelope,California,41,0,0
A50,A50,normal,Santa Rosa,California,56,0,0
A78,A78,normal,San Diego,California,0,0,1
A54,A54,normal,Fresno,California,60,0,0
A55,A55,normal,Gilroy,California,41,0,0
A85,A85,normal,Santa Rosa,California,0,0,1
A35,A35,normal,Santa Maria,California,48,0,0
A94,A94,normal,Cloverdale,California,0,0,1
A88,A88,lane departure,Bakersfield,California,17,1,0
A81,A81,normal,Willits,California,0,0,1
A77,A77,normal,Santa Rosa,California,0,0,1
A92,A92,normal,Aptos,California,62,0,0
A52,A52,overspeed,Santa Paula,California,91,1,0
A61,A61,normal,Aptos,California,53,0,0
A10,A10,normal,Stockton,California,56,0,0
A95,A95,normal,Santa Rosa,California,54,0,0
A40,A40,normal,Holtville,California,43,0,0
A94,A94,normal,Irvine,California,34,0,0
A99,A99,normal,Ojai,California,70,0,0
A74,A74,normal,Aptos,California,70,0,0
A54,A54,normal,San Francisco,California,0,0,1
A32,A32,normal,La Palma,California,40,0,0
A59,A59,normal,Palmdale,California,0,0,1
A42,A42,normal,Santa Rosa,California,71,0,0
A2,A2,normal,Glen Ellen,California,29,0,0
A40,A40,normal,Klamath,California,0,0,1
A16,A16,normal,Knightsen,California,28,0,0
A49,A49,normal,Redding,California,42,0,0
A74,A74,normal,Gilroy,California,54,0,0
A24,A24,normal,Gilroy,California,42,0,0
A55,A55,normal,Gilroy,California,16,0,0
A38,A38,normal,Apple Valley,California,35,0,0
A78,A78,normal,Lodi,California,33,0,0
A46,A46,normal,Occidental,California,66,0,0
A27,A27,normal,Fresno,California,44,0,0
A82,A82,normal,La Palma,California,0,0,1
A30,A30,normal,Martinez,California,66,0,0
A79,A79,normal,Jacumba,California,0,0,1
A82,A82,normal,Palmdale,California,50,0,0
A44,A44,normal,Stockton,California,27,0,0
A46,A46,normal,Apple Valley,California,55,0,0
A23,A23,normal,Marysville,California,0,0,1
A66,A66,normal,Antelope,California,36,0,0
A5,A5,normal,Gilroy,California,46,0,0
A45,A45,normal,Apple Valley,California,54,0,0
A21,A21,normal,Holtville,California,25,0,0
A80,A80,normal,Santa Rosa,California,75,0,0
A89,A89,normal,San Pablo,California,21,0,0
A70,A70,normal,Modesto,California,42,0,0
A72,A72,normal,Redding,California,61,0,0
A77,A77,unsafe following distance,Rough and Ready,California,54,1,0
A25,A25,normal,Roseville,California,68,0,0
A51,A51,normal,Hollister,California,0,0,1
A100,A100,normal,Santa Rosa,California,67,0,0
A92,A92,normal,Bakersfield,California,67,0,0
A36,A36,normal,Santa Monica,California,61,0,0
A9,A9,normal,Stockton,California,0,0,1
A33,A33,normal,Palo Alto,California,0,0,1
A94,A94,normal,Irvine,California,0,0,1
A62,A62,normal,Antelope,California,0,0,1
A4,A4,lane departure,Santa Rosa,California,68,1,0
A4,A4,lane departure,San Pablo,California,68,1,0
A94,A94,normal,Oceanside,California,20,0,0
A51,A51,normal,Markleeville,California,70,0,0
A68,A68,normal,Homeland,California,37,0,0
A65,A65,normal,Santa Rosa,California,29,0,0
A45,A45,normal,Isleton,California,73,0,0
A75,A75,unsafe following distance,Glen Ellen,California,55,1,0
A70,A70,normal,Santa Rosa,California,30,0,0
A55,A55,normal,La Palma,California,57,0,0
A59,A59,lane departure,Stockton,California,55,1,0
A75,A75,normal,Jacumba,California,0,0,1
A29,A29,normal,Goleta,California,60,0,0
A43,A43,normal,Santa Rosa,California,69,0,0
A45,A45,normal,Santa Rosa,California,0,0,1
A34,A34,normal,Aptos,California,0,0,1
A74,A74,normal,San Diego,California,0,0,1
A27,A27,normal,Santa Rosa,California,55,0,0
A49,A49,normal,Apple Valley,California,47,0,0
A37,A37,normal,Palo Alto,California,25,0,0
A10,A10,normal,Palo Alto,California,0,0,1
A52,A52,normal,La Puente,California,36,0,0
A99,A99,normal,Homeland,California,74,0,0
A23,A23,normal,Santa Rosa,California,39,0,0
A89,A89,normal,Willits,California,27,0,0
A85,A85,normal,Willits,California,39,0,0
A8,A8,normal,Antelope,California,39,0,0
A50,A50,normal,Aptos,California,59,0,0
A6,A6,normal,Palo Alto,California,40,0,0
A59,A59,normal,Irvine,California,22,0,0
A58,A58,normal,San Francisco,California,65,0,0
A8,A8,normal,San Francisco,California,68,0,0
A75,A75,normal,Irvine,California,21,0,0
A18,A18,normal,Isleton,California,54,0,0
A24,A24,normal,Modesto,California,0,0,1
A54,A54,normal,Marysville,California,56,0,0
A48,A48,normal,Santa Rosa,California,0,0,1
A69,A69,normal,Aptos,California,63,0,0
A11,A11,normal,Palo Cedro,California,70,0,0
A17,A17,normal,Santa Rosa,California,66,0,0
A79,A79,normal,Jacumba,California,67,0,0
A51,A51,normal,Lodi,California,71,0,0
A12,A12,normal,Santa Rosa,California,69,0,0
A58,A58,normal,Marysville,California,0,0,1
A53,A53,normal,Apple Valley,California,68,0,0
A27,A27,normal,Willits,California,37,0,0
A66,A66,normal,San Dimas,California,67,0,0
A35,A35,normal,Willits,California,42,0,0
A54,A54,normal,Willits,California,35,0,0
A40,A40,normal,La Palma,California,73,0,0
A72,A72,normal,Santa Rosa,California,0,0,1
A72,A72,normal,Ukiah,California,33,0,0
A18,A18,normal,Ukiah,California,0,0,1
A90,A90,normal,Irvine,California,70,0,0
A20,A20,normal,Arbuckle,California,50,0,0
A86,A86,normal,Lodi,California,48,0,0
A9,A9,normal,La Palma,California,0,0,1
A34,A34,normal,Knights Landing,California,60,0,0
A5,A5,normal,Oceano,California,24,0,0
A65,A65,normal,Bakersfield,California,21,0,0
A89,A89,normal,Santa Maria,California,71,0,0
A22,A22,normal,Santa Rosa,California,33,0,0
A92,A92,normal,Palo Cedro,California,0,0,1
A79,A79,normal,Palo Alto,California,0,0,1
A83,A83,unsafe following distance,Jacumba,California,40,1,0
A85,A85,normal,San Pablo,California,21,0,0
A1,A1,normal,Lodi,California,60,0,0
A67,A67,normal,Lodi,California,73,0,0
A26,A26,normal,Martinez,California,33,0,0
A63,A63,normal,Antelope,California,39,0,0
A98,A98,normal,Irvine,California,40,0,0
A98,A98,normal,Stockton,California,27,0,0
A30,A30,lane departure,San Fernando,California,41,1,0
A88,A88,normal,Knights Landing,California,0,0,1
A75,A75,normal,San Quentin,California,61,0,0
A26,A26,normal,Homeland,California,36,0,0
A20,A20,lane departure,Aptos,California,45,1,0
A99,A99,unsafe following distance,Ukiah,California,62,1,0
A32,A32,normal,Palmdale,California,46,0,0
A48,A48,normal,Oceanside,California,37,0,0
A76,A76,normal,Ojai,California,28,0,0
A5,A5,normal,San Diego,California,0,0,1
A74,A74,normal,San Dimas,California,51,0,0
A38,A38,normal,Apple Valley,California,33,0,0
A89,A89,normal,Santa Rosa,California,23,0,0
A24,A24,normal,Gilroy,California,0,0,1
A72,A72,normal,Ukiah,California,61,0,0
A7,A7,normal,Redding,California,32,0,0
A61,A61,normal,Aptos,California,33,0,0
A49,A49,normal,San Francisco,California,0,0,1
A48,A48,normal,Holtville,California,0,0,1
A93,A93,normal,Aptos,California,43,0,0
A36,A36,normal,Stockton,California,23,0,0
A40,A40,normal,Stockton,California,61,0,0
A79,A79,normal,Jacumba,California,22,0,0
A3,A3,normal,Apple Valley,California,42,0,0
A35,A35,normal,Willits,California,50,0,0
A95,A95,normal,Willits,California,61,0,0
A68,A68,normal,La Palma,California,44,0,0
A23,A23,normal,Fresno,California,19,0,0
A88,A88,normal,Apple Valley,California,70,0,0
A75,A75,normal,Oceanside,California,0,0,1
A31,A31,normal,Willits,California,65,0,0
A97,A97,normal,Arbuckle,California,22,0,0
A1,A1,normal,Palmdale,California,0,0,1
A72,A72,normal,Santa Rosa,California,0,0,1
A95,A95,normal,La Palma,California,55,0,0
A61,A61,lane departure,Palo Cedro,California,55,1,0
A11,A11,normal,Santa Rosa,California,64,0,0
A1,A1,normal,Markleeville,California,51,0,0
A55,A55,normal,Napa,California,0,0,1
A9,A9,normal,Lodi,California,0,0,1
A42,A42,normal,Bakersfield,California,58,0,0
A76,A76,normal,San Francisco,California,0,0,1
A34,A34,normal,Santa Rosa,California,0,0,1
A66,A66,unsafe following distance,San Dimas,California,0,1,1
A26,A26,normal,San Francisco,California,71,0,0
A8,A8,normal,Knightsen,California,45,0,0
A98,A98,normal,San Dimas,California,64,0,0
A22,A22,normal,Redding,California,36,0,0
A4,A4,normal,San Francisco,California,27,0,0
A52,A52,normal,Glen Ellen,California,61,0,0
A60,A60,normal,Jacumba,California,50,0,0
A81,A81,normal,Willits,California,45,0,0
A2,A2,normal,Irvine,California,21,0,0
A76,A76,normal,San Fernando,California,0,0,1
A1,A1,normal,Napa,California,0,0,1
A87,A87,normal,Santa Rosa,California,62,0,0
A87,A87,normal,Kneeland,California,42,0,0
A11,A11,normal,Santa Rosa,California,34,0,0
A57,A57,normal,Palo Cedro,California,45,0,0
A17,A17,normal,Stockton,California,62,0,0
A12,A12,overspeed,San Pablo,California,78,1,0
A59,A59,normal,Willits,California,68,0,0
A62,A62,normal,San Pablo,California,51,0,0
A42,A42,normal,Fresno,California,31,0,0
A37,A37,normal,Apple Valley,California,31,0,0
A73,A73,normal,Occidental,California,74,0,0
A53,A53,normal,Santa Rosa,California,55,0,0
A75,A75,normal,Jacumba,California,33,0,0
A91,A91,normal,Willits,California,0,0,1
A100,A100,normal,Marysville,California,24,0,0
A96,A96,normal,Santa Rosa,California,31,0,0
A42,A42,normal,Bakersfield,California,0,0,1
A15,A15,normal,La Quinta,California,43,0,0
A43,A43,normal,Modesto,California,36,0,0
A93,A93,normal,Aptos,California,0,0,1
A52,A52,normal,Glen Ellen,California,53,0,0
A83,A83,normal,Jacumba,California,47,0,0
A98,A98,normal,Holtville,California,0,0,1
A62,A62,normal,Modesto,California,27,0,0
A91,A91,normal,Isleton,California,15,0,0
A4,A4,normal,Marysville,California,45,0,0
A44,A44,normal,Roseville,California,0,0,1
A31,A31,normal,Glendora,California,35,0,0
A99,A99,normal,Martinez,California,57,0,0
A10,A10,normal,La Puente,California,21,0,0
A22,A22,normal,Redding,California,52,0,0
A21,A21,normal,Antelope,California,0,0,1
A31,A31,normal,Rough and Ready,California,31,0,0
A96,A96,normal,Santa Rosa,California,62,0,0
A5,A5,normal,Klamath,California,75,0,0
A20,A20,normal,San Dimas,California,66,0,0
A2,A2,normal,Cloverdale,California,42,0,0
A11,A11,normal,Willits,California,0,0,1
A16,A16,normal,Gilroy,California,56,0,0
A18,A18,normal,Santa Rosa,California,58,0,0
A29,A29,normal,Oceanside,California,15,0,0
A76,A76,normal,Martinez,California,58,0,0
A59,A59,unsafe following distance,Klamath,California,24,1,0
A85,A85,normal,Santa Rosa,California,64,0,0
A63,A63,normal,Lodi,California,0,0,1
A2,A2,normal,Stockton,California,0,0,1
A36,A36,normal,La Palma,California,18,0,0
A68,A68,normal,La Palma,California,32,0,0
A67,A67,normal,Stockton,California,41,0,0
A88,A88,normal,Bakersfield,California,75,0,0
A31,A31,normal,Antelope,California,28,0,0
A5,A5,normal,San Diego,California,75,0,0
A100,A100,normal,Mariposa,California,17,0,0
A74,A74,normal,San Dimas,California,39,0,0
A54,A54,normal,Glendora,California,71,0,0
A9,A9,normal,Palmdale,California,20,0,0
A62,A62,normal,Arbuckle,California,16,0,0
A94,A94,normal,Cloverdale,California,74,0,0
A36,A36,normal,Klamath,California,37,0,0
A47,A47,normal,Aptos,California,0,0,1
A87,A87,normal,Apple Valley,California,70,0,0
A54,A54,lane departure,Marysville,California,41,1,0
A51,A51,normal,Santa Rosa,California,0,0,1
A16,A16,normal,Arbuckle,California,39,0,0
A46,A46,normal,Bakersfield,California,27,0,0
A78,A78,normal,Palmdale,California,52,0,0
A70,A70,normal,Arbuckle,California,42,0,0
A15,A15,normal,Willits,California,38,0,0
A83,A83,normal,Stockton,California,27,0,0
A28,A28,unsafe following distance,Palmdale,California,54,1,0
A22,A22,normal,Ukiah,California,75,0,0
A91,A91,normal,San Quentin,California,16,0,0
A9,A9,normal,Willits,California,55,0,0
A92,A92,normal,Occidental,California,41,0,0
A19,A19,normal,Bakersfield,California,0,0,1
A28,A28,normal,La Palma,California,0,0,1
A33,A33,normal,San Dimas,California,0,0,1
A11,A11,normal,Knights Landing,California,55,0,0
A80,A80,normal,Ojai,California,0,0,1
A51,A51,normal,Lodi,California,18,0,0
A5,A5,normal,Modesto,California,60,0,0
A15,A15,normal,Apple Valley,California,21,0,0
A14,A14,normal,Ukiah,California,52,0,0
A60,A60,normal,Santa Paula,California,0,0,1
A67,A67,normal,Irvine,California,57,0,0
A25,A25,normal,Roseville,California,56,0,0
A4,A4,normal,Rough and Ready,California,0,0,1
A46,A46,normal,San Diego,California,0,0,1
A78,A78,normal,Santa Monica,California,0,0,1
A88,A88,normal,Santa Rosa,California,56,0,0
A65,A65,normal,San Diego,California,19,0,0
A72,A72,normal,Isleton,California,26,0,0
A7,A7,normal,Willits,California,28,0,0
A96,A96,normal,Santa Rosa,California,45,0,0
A72,A72,normal,Isleton,California,32,0,0
A43,A43,normal,Antelope,California,69,0,0
A95,A95,normal,Ojai,California,19,0,0
A77,A77,normal,Santa Maria,California,24,0,0
A41,A41,normal,Santa Rosa,California,57,0,0
A47,A47,normal,Hollister,California,45,0,0
A35,A35,normal,San Pablo,California,32,0,0
A39,A39,normal,Willits,California,55,0,0
A8,A8,normal,San Francisco,California,55,0,0
A2,A2,normal,San Fernando,California,26,0,0
A71,A71,lane departure,Holtville,California,24,1,0
A82,A82,normal,Markleeville,California,39,0,0
A75,A75,normal,Glen Ellen,California,42,0,0
A47,A47,normal,San Dimas,California,43,0,0
A3,A3,normal,San Fernando,California,71,0,0
A77,A77,normal,Marysville,California,66,0,0
A63,A63,normal,Stockton,California,43,0,0
A59,A59,normal,Napa,California,55,0,0
A11,A11,normal,Willits,California,69,0,0
A47,A47,normal,Gilroy,California,63,0,0
A39,A39,normal,San Pablo,California,66,0,0
A43,A43,normal,Hollister,California,23,0,0
A22,A22,unsafe following distance,Santa Rosa,California,0,1,1
A90,A90,normal,Irvine,California,59,0,0
A29,A29,normal,San Quentin,California,53,0,0
A47,A47,normal,Arbuckle,California,45,0,0
A79,A79,normal,San Dimas,California,16,0,0
A23,A23,normal,San Pablo,California,47,0,0
A18,A18,lane departure,Stockton,California,55,1,0
A81,A81,lane departure,Willits,California,68,1,0
A92,A92,normal,Santa Rosa,California,41,0,0
A96,A96,normal,Occidental,California,0,0,1
A52,A52,normal,Cloverdale,California,0,0,1
A93,A93,normal,Oceano,California,51,0,0
A1,A1,normal,Palmdale,California,23,0,0
A70,A70,normal,Santa Rosa,California,0,0,1
A41,A41,normal,Apple Valley,California,42,0,0
A38,A38,normal,Aptos,California,54,0,0
A86,A86,normal,Palmdale,California,55,0,0
A42,A42,normal,Aptos,California,0,0,1
A17,A17,normal,Santa Rosa,California,57,0,0
A61,A61,normal,Palo Cedro,California,50,0,0
A11,A11,normal,Santa Rosa,California,40,0,0
A16,A16,normal,San Pablo,California,0,0,1
A90,A90,normal,Irvine,California,0,0,1
A88,A88,lane departure,San Fernando,California,68,1,0
A55,A55,normal,La Palma,California,71,0,0
A72,A72,normal,Isleton,California,54,0,0
A28,A28,normal,Klamath,California,48,0,0
A61,A61,normal,Palo Cedro,California,56,0,0
A51,A51,normal,Santa Rosa,California,47,0,0
A44,A44,normal,Jacumba,California,21,0,0
A47,A47,normal,Antelope,California,71,0,0
A71,A71,normal,San Fernando,California,60,0,0
A97,A97,normal,Hollister,California,37,0,0
A26,A26,normal,Santa Rosa,California,25,0,0
A70,A70,normal,San Dimas,California,41,0,0
A74,A74,normal,Hollister,California,69,0,0
A76,A76,normal,Ojai,California,0,0,1
A18,A18,normal,Kneeland,California,0,0,1
A99,A99,normal,Santa Rosa,California,39,0,0
A5,A5,normal,San Diego,California,55,0,0
A51,A51,normal,Napa,California,51,0,0
A18,A18,normal,Santa Rosa,California,52,0,0
A97,A97,normal,Santa Rosa,California,0,0,1
A16,A16,normal,Arbuckle,California,0,0,1
A64,A64,normal,Palo Alto,California,60,0,0
A33,A33,normal,San Quentin,California,18,0,0
A48,A48,normal,Santa Rosa,California,0,0,1
A35,A35,normal,Glendora,California,74,0,0
A24,A24,normal,Santa Rosa,California,75,0,0
A85,A85,normal,Willits,California,36,0,0
A96,A96,normal,Aptos,California,39,0,0
A28,A28,normal,Napa,California,60,0,0
A6,A6,normal,Kneeland,California,58,0,0
A93,A93,normal,San Pablo,California,48,0,0
A23,A23,normal,San Diego,California,71,0,0
A88,A88,normal,Santa Rosa,California,33,0,0
A42,A42,normal,Apple Valley,California,54,0,0
A87,A87,normal,Palo Alto,California,16,0,0
A49,A49,normal,La Palma,California,17,0,0
A38,A38,normal,Willits,California,37,0,0
A20,A20,normal,Santa Rosa,California,18,0,0
A82,A82,normal,Irvine,California,68,0,0
A21,A21,normal,Arbuckle,California,25,0,0
A95,A95,lane departure,San Francisco,California,68,1,0
A12,A12,normal,Arbuckle,California,0,0,1
A56,A56,normal,San Dimas,California,48,0,0
A37,A37,normal,La Puente,California,75,0,0
A78,A78,normal,Oceano,California,73,0,0
A99,A99,normal,La Palma,California,59,0,0
A87,A87,normal,Isleton,California,0,0,1
A74,A74,normal,San Diego,California,18,0,0
A81,A81,normal,Marysville,California,21,0,0
A28,A28,normal,Santa Rosa,California,38,0,0
A83,A83,normal,Palo Alto,California,0,0,1
A20,A20,normal,Aptos,California,54,0,0
A8,A8,normal,Santa Rosa,California,0,0,1
A25,A25,normal,Arbuckle,California,0,0,1
A50,A50,lane departure,Glendora,California,48,1,0
A36,A36,normal,Holtville,California,45,0,0
A21,A21,normal,San Quentin,California,0,0,1
A31,A31,normal,Santa Rosa,California,20,0,0
A94,A94,normal,San Fernando,California,35,0,0
A94,A94,normal,Stockton,California,53,0,0
A53,A53,normal,Ojai,California,37,0,0
A48,A48,normal,Stockton,California,0,0,1
A76,A76,normal,San Francisco,California,56,0,0
A44,A44,normal,Irvine,California,39,0,0
A61,A61,normal,Santa Rosa,California,43,0,0
A36,A36,normal,Klamath,California,31,0,0
A96,A96,normal,Occidental,California,48,0,0
A5,A5,normal,Palmdale,California,37,0,0
A78,A78,normal,Antelope,California,70,0,0
A43,A43,normal,Santa Rosa,California,0,0,1
A57,A57,normal,San Fernando,California,60,0,0
A96,A96,normal,Mariposa,California,0,0,1
A83,A83,normal,San Quentin,California,42,0,0
A83,A83,normal,Palo Alto,California,61,0,0
A52,A52,normal,Goleta,California,47,0,0
A45,A45,normal,La Palma,California,56,0,0
A26,A26,normal,Martinez,California,48,0,0
A25,A25,normal,San Quentin,California,40,0,0
A12,A12,normal,Santa Rosa,California,52,0,0
A37,A37,normal,La Puente,California,0,0,1
A24,A24,normal,Arbuckle,California,66,0,0
A88,A88,normal,Santa Rosa,California,63,0,0
A91,A91,normal,Willits,California,46,0,0
A16,A16,normal,Antelope,California,26,0,0
A71,A71,normal,Holtville,California,0,0,1
A53,A53,normal,Martinez,California,0,0,1
A77,A77,normal,San Francisco,California,26,0,0
A98,A98,normal,San Quentin,California,75,0,0
A18,A18,normal,Santa Rosa,California,46,0,0
A9,A9,normal,Santa Monica,California,0,0,1
A94,A94,normal,Jacumba,California,21,0,0
A38,A38,normal,La Quinta,California,0,0,1
A4,A4,normal,Marysville,California,16,0,0
A71,A71,normal,Irvine,California,0,0,1
A34,A34,normal,Palo Cedro,California,71,0,0
A46,A46,normal,San Pablo,California,63,0,0
A87,A87,normal,Santa Paula,California,19,0,0
A66,A66,normal,San Dimas,California,0,0,1
A35,A35,normal,Santa Rosa,California,21,0,0
A90,A90,normal,San Fernando,California,57,0,0
A10,A10,normal,San Dimas,California,32,0,0
A39,A39,normal,Antelope,California,33,0,0
A35,A35,normal,Arbuckle,California,64,0,0
A62,A62,normal,San Francisco,California,45,0,0
A69,A69,normal,Fresno,California,0,0,1
A57,A57,unsafe following distance,Santa Rosa,California,54,1,0
A64,A64,normal,Santa Paula,California,56,0,0
A98,A98,normal,Holtville,California,34,0,0
A66,A66,normal,Knightsen,California,32,0,0
A9,A9,normal,Napa,California,22,0,0
A43,A43,normal,San Dimas,California,64,0,0
A5,A5,normal,Modesto,California,68,0,0
A92,A92,normal,Occidental,California,17,0,0
A98,A98,normal,Irvine,California,58,0,0
A98,A98,normal,Jacumba,California,0,0,1
A12,A12,normal,Willits,California,0,0,1
A65,A65,normal,Apple Valley,California,67,0,0
A98,A98,normal,Arbuckle,California,74,0,0
A12,A12,normal,Santa Rosa,California,33,0,0
A71,A71,normal,Holtville,California,0,0,1
A34,A34,normal,Santa Rosa,California,36,0,0
A76,A76,normal,Redding,California,75,0,0
A49,A49,normal,Ojai,California,0,0,1
A53,A53,normal,Ukiah,California,35,0,0
A93,A93,normal,Antelope,California,32,0,0
A86,A86,normal,Irvine,California,40,0,0
A31,A31,unsafe tail distance,Santa Rosa,California,53,1,0
A44,A44,normal,Stockton,California,0,0,1
A10,A10,normal,Stockton,California,0,0,1
A93,A93,normal,Arbuckle,California,73,0,0
A29,A29,normal,Goleta,California,21,0,0
